Website,scraped_time,Description,Location url,E-mail,url,country,Establishment year,Company manager,Phone,country_code,Address,Listed in categories,Employees,Company name
liamsfoundation.net,2018-02-27 12:44:02.259137,"Liams foundation Ghana is an NGO with it source from USA and supported by Franklin Junior foundation.liams foundation is fired by the drive towards advocacy, development and carrying direct humanitarian services to the people where government falls short. 
our mission is to serve as a conduit towards the improvement in the socio-economic, health, education, and human rights of orphans, the disabled,vulnerable children and women in society through a highly motivated staff, dutifully loyal towards the provision of these services, while helping to bring back smiles to the faces of the miserable.","https://maps.google.com/maps?daddr=5.62537037939298,-0.07612880319356918&saddr=",/company/47562/Liams_Founndation/contacts,http://www.ghanayello.com/company/47562/Liams_Founndation,Ghana,2014,Ebenezer,303966790,GHA,"36C.Comm, 16, Lashibi, Accra - Ghana, Accra","[{'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/charity_services', 'text': u'Public & Social services / Charity services'}]",26-50,Liams Foundation
www.millenniumchildsupport.org,2018-02-27 12:44:12.796185,"MCSG - Millennium Child Support Group,
HUMAN RESURCESS BIOMETRICS PROGRAMMES CASH ENRROLLEMENTS 
FOR THE NGO FOUNDATIONS SOURCESS FOR THE H1;(H ONE).
MY NAME IS SIR RICHARD WILLIAMS AMECHI.FROM OVERSEA CITIZEN SERVICESS.
GLOBAL REGISTRATIONS COMPANIES NGO HUMAN RESURCESS BIOMETRICS PROGRAMMES CASH ENROLLEMENT RECORD DATA INFORMATIONS NUMBER 
ONE FIRST REGISTRATIONS ON LINE NOTIFICATION;RECORDED INFORMATIONS IN BIOMETRICS OF NGO ORGANISATIONS HUMAN RESURCESS BIOMETRICS PROGRAMMES CASH ENROLLEMENTS RECORD INFORMATIONS DATA BASE WORLD GLOBAL RECORD NEVER EURASSED RECORDED INFO.",,/company/31946/Millennium_Child_Support_Group/contacts,http://www.ghanayello.com/company/31946/Millennium_Child_Support_Group,Ghana,2007,EXECUTIVE MEMBERS OF NGO ORGANISATIONS BIOMETRICS,322020043,GHA,"P.O. Box 928, KNUST- Kumasi, Ghana- West Africa, Kumasi","[{'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/associations', 'text': u'Public & Social services / Associations'}, {'url': '/category/voluntary_organisations', 'text': u'Public & Social services / Voluntary organisations'}]",4001-5000,Millennium Child Support Group
www.mydreams.org,2018-02-27 12:44:01.022197,MyDream Foundation is an NGO with a focus on human develpment. Our vision is to blend human capacity training with professionalism and at the same time make it accessible to all those who need it.,"https://maps.google.com/maps?daddr=5.577270163460642,-0.3129914544922485&saddr=",/company/43613/MyDream_Foundation/contacts,http://www.ghanayello.com/company/43613/MyDream_Foundation,Ghana,2013,Mrs. Bernice Asiedu,302981555,GHA,"P.O. Box AD 420 Adabraka- Accra Ghana, Accra","[{'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/Social_services', 'text': u'Public & Social services / Social services'}]",1-5,MyDream Foundation
,2018-02-27 12:44:11.988749,"Nextfield Educational Fund (NEF) is a sector of Protocol Ghana that partners with benevolent individuals and organizations to support the needy but brilliant students in the country with scholarships, and providing them with educational materials that could meet their academic needs. Volunteers also assist in creating youth counseling, educational and awareness programmes and advocacy for people that need it most in the less privileged areas of the country. NEF also gives in-service training for people working in a particular profession to improve their skills and learn about new developments in their field. It’s also an initiative that trains people to acquire practical skills to help them have earns meet.","https://maps.google.com/maps?daddr=5.3622295,-0.629892199999972&saddr=",/company/44393/Nextfield_Educational_Fund/contacts,http://www.ghanayello.com/company/44393/Nextfield_Educational_Fund,Ghana,2013,Bryte E. Gilberts,+233 (0) 232 977 303,GHA,"P.O.Box KN 5965 Kaneshie, Accra, Winneba, Ghana","[{'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/charity_services', 'text': u'Public & Social services / Charity services'}, {'url': '/category/education', 'text': u'Public & Social services / Education'}, {'url': '/category/voluntary_organisations', 'text': u'Public & Social services / Voluntary organisations'}]",11-15,Nextfield Educational Fund
,2018-02-27 12:44:12.462386,"PROFAMA PHARMACY LIMITED is into Pharmaceuticals Medical suppliers, Herbals, Imports and Exports, General Merchants and Agribusiness.

We provide medical assistance and counseling to People, Hospitals, Schools, Clinics, Judicial Service, Churches and other institutions.

We provide free medical screening and outreach to people with vulnerabilities.

We supply medical and laboratory equipment to Accredited Hospitals and Agencies.

We provide education on diseases,symptoms and organic remedies.","https://maps.google.com/maps?daddr=5.54547785520229,-0.3420299291610718&saddr=",/company/47498/PROFAMA_PHARMACY_LTD/contacts,http://www.ghanayello.com/company/47498/PROFAMA_PHARMACY_LTD,Ghana,2011,Enoch,303936880,GHA,"P.O.BOX KN 1746 KANESHIE, Accra, Ghana","[{'url': '/category/business_services', 'text': u'Business services'}, {'url': '/category/advertising', 'text': u'Business services / Advertising'}, {'url': '/category/advertising_agencies', 'text': u'Business services / Advertising / Advertising agencies'}, {'url': '/category/health_beauty', 'text': u'Health & Beauty'}, {'url': '/category/doctors_and_clinics', 'text': u'Health & Beauty / Doctors and Clinics'}, {'url': '/category/doctors_clinics_health_care', 'text': u'Health & Beauty / Doctors and Clinics / Health care'}]",6-10,PROFAMA PHARMACY LTD
www.smerelieffoundation.org,2018-02-27 12:44:02.526098,"SME Relief Foundation is an NGO based in Ghana West Africa providing support to SME Entrepreneurs through programs and resources such as Business Incubators, Resource Centers, Networking Opportunities, Supply Chains, Micro Credit, Equity Financing, Policy Advocacy and Education.","https://maps.google.com/maps?daddr=5.668377159262037,-0.17229437828063965&saddr=",/company/32028/SME_Relief_Foundation/contacts,http://www.ghanayello.com/company/32028/SME_Relief_Foundation,Ghana,,,302314352,GHA,"B30815, Sakatsuru Link, New Abossey Okai, Accra, Ghana","[{'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/associations', 'text': u'Public & Social services / Associations'}, {'url': '/category/voluntary_organisations', 'text': u'Public & Social services / Voluntary organisations'}]",,SME Relief Foundation
www.wateredkindness.org,2018-02-27 12:44:02.405428,"We are a non-governmental Organization from Ghana looking to help make Ghana, Africa and the world a better place with our 3 main goals we hope to reach and accomplish in the very best way we can. Our passion and zeal towards helping the world to be a better place comes from personal experiences and careful observations of how some areas of this life seems to be weakening day by day. Our 3 main areas we are focused on are as follows:
1-	Educating and Caring for Orphans and helping to make them better people to the society.
2-	Educating and helping pregnant women who don’t have the access to good and quality      healthcare and facilities.
3-	Providing Proper waste management places for rural areas.","https://maps.google.com/maps?daddr=5.603795017067569,-0.25432705879211426&saddr=",/company/49232/Watered_Kindness_Foundation/contacts,http://www.ghanayello.com/company/49232/Watered_Kindness_Foundation,Ghana,2017,Yeboah C Alfred,233245074439,GHA,"Abe Close, Nyamekye Lapaz., Accra, Ghana","[{'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/charity_services', 'text': u'Public & Social services / Charity services'}, {'url': '/category/childrens_services', 'text': u""Public & Social services / Children's services""}, {'url': '/category/Social_services', 'text': u'Public & Social services / Social services'}, {'url': '/category/voluntary_organisations', 'text': u'Public & Social services / Voluntary organisations'}]",1-5,Watered Kindness Foundation
www.youth4greenghana.org,2018-02-27 12:44:02.980635,"Youth4green Ghana is a Non-Governmental Organization with initiative of giving back what is due to planet earth. ur mission is to become an indomitable environmental conservative force in entire Africa, promote awareness about the importance of our ecosystem, and educate the public, sensitize them on the posing threat we cause to our planet Earth....","https://maps.google.com/maps?daddr=5.54570952766148,-0.25696667724605504&saddr=",/company/43599/Youth4GreenGhana/contacts,http://www.ghanayello.com/company/43599/Youth4GreenGhana,Ghana,2011,Alexander Danso,+233266385318,GHA,"P.O.BOX JT 243 JAMES ACCRA, Accra, Ghana","[{'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/environmental_services', 'text': u'Public & Social services / Environmental services'}, {'url': '/category/voluntary_organisations', 'text': u'Public & Social services / Voluntary organisations'}]",6-10,Youth4GreenGhana
www.aawf.co.nr,2018-02-27 12:53:26.506267,"Action on African Women Foundation is located in Tema, Ghana. Company is working in Associations business activities. Visit our company website for more information about us : http://www.aawf.co.nr If you have any questions, please contact us",,/company/38423/Action_on_African_Women_Foundation/contacts,http://www.ghanayello.com/company/38423/Action_on_African_Women_Foundation,Ghana,,,+233 243 768975+233 242 836038+233 302 2921435,GHA,"We are located at Unique Plaza Building Community One, Tema, Ghana","[{'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/associations', 'text': u'Public & Social services / Associations'}]",,Action on African Women Foundation
www.actionaid.org/ghana,2018-02-27 12:53:18.821757,"ActionAid Ghana is an Affilliate of ActionAid, a global movement of people working together to achieve greater human rights for all and defeat poverty in over 40 countries. We work with poor and excluded people in Africa, Latin America and Asia to end poverty and injustice together.",,/company/27972/ActionAid_International/contacts,http://www.ghanayello.com/company/27972/ActionAid_International,Ghana,1990,,233 030 2764931/2,GHA,"No. 13 Tebu Street, East Cantonments, Accra, Ghana","[{'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/associations', 'text': u'Public & Social services / Associations'}]",,ActionAid International
www.adraghana.org,2018-02-27 12:53:18.776909,"The Adventist Development and Relief Agency (ADRA) Ghana is a registered and nationally recognized major Non-Governmental Organization (NGO) that has been operating in Ghana since 1983. As the humanitarian agency of the Seventh-day Adventist Church, it began providing services to individuals, households and communities in Ghana under the name, Seventh-day Adventists Welfare Services (SAWS) in response to a drought and famine disaster that struck Ghana in that year.

ADRA Ghana belongs to a network of 138 country-offices around the globe with 36 of them situated in Africa. Since its inception in the country, ADRA has been implementing programmes and projects under the following portfolios: Food Security and Agriculture, Primary Health Care (Nutrition, Water, Sanitation and Hygiene, HIV and AIDS, Malaria Prevention), Economic Empowerment, Education, Disaster and Relief Response.",,/company/28524/Adventist_Development_Relief_Agency_ADRA/contacts,http://www.ghanayello.com/company/28524/Adventist_Development_Relief_Agency_ADRA,Ghana,1983,Dr. William Y. K. Brown,302220779,GHA,"No. 21 Osu Avenue, Ringway Estate, Accra, Accra, Ghana","[{'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/associations', 'text': u'Public & Social services / Associations'}]",51-100,Adventist Development and Relief Agency (ADRA) Ghana
www.afroglobal.org,2018-02-27 12:54:02.111985,"AFRO GLOBAL ALLIANCE, founded in 2003, consists of members with common objectives interested in reconciling the global disparities, educating and enforcement of human right, health awareness and advocacy campaign of epidemics and pandemics in our society.",,/company/38384/Afro_Global_Alliance/contacts,http://www.ghanayello.com/company/38384/Afro_Global_Alliance,Ghana,,,+233 208 251775,GHA,45 labawaleshie rd. east legon,"[{'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/associations', 'text': u'Public & Social services / Associations'}]",,Afro Global Alliance
www.ghanaceg.org,2018-02-27 12:53:21.886202,Center for E-governance Ghana,,/company/31809/Centre_For_E_Governance/contacts,http://www.ghanayello.com/company/31809/Centre_For_E_Governance,Ghana,,,,GHA,"3682 Watson Ave., Adabraka, Accra, Ghana","[{'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/associations', 'text': u'Public & Social services / Associations'}]",,Centre For E-Governance
www.christianaid.org.uk,2018-02-27 12:53:25.001917,"Christian Aid is an international development charity. We work with people, of all faiths and none, in around 50 countries, to eradicate poverty.",,,http://www.ghanayello.com/company/28444/Christian_Aid_Ghana,Ghana,,,302773740,GHA,"42 Osu Badu Street, Airport West Res. Area, Accra, Ghana","[{'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/associations', 'text': u'Public & Social services / Associations'}]",,Christian Aid Ghana
,2018-02-27 12:53:30.652734,"Vision : 
COLISO has a vision of healthy, well educated, organised, vibrant and responsive rural communities devoid of poverty and hunger, who are able to exercise their cultural, political, social and economic rights without hindrances. Political, Economic and Social Empowerment will lead to such harmonious situation.

Mission
COLISO’s mission is therefore to promote sustainable livelihoods in rural communities through social empowerment. This means COLISO will strive to enhance rural community members’ access to good health, good education, income, employment and socio-economic emancipation
.
Focus areas:
Health, Water, Sanitation, Education, Agriculture and livelihoods.",,/company/44247/Community_Livelihoods_Support_Organization/contacts,http://www.ghanayello.com/company/44247/Community_Livelihoods_Support_Organization,Ghana,2011,Mr Emmanuel Bonney,+233249855396,GHA,"P .O. Box KN 4767, Kaneshie - Accra, Akim Oda, Ghana","[{'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/voluntary_organisations', 'text': u'Public & Social services / Voluntary organisations'}]",6-10,Coliso Ghana
www.commonwealthaid.org,2018-02-27 12:53:43.418255,"Commonwealth Aid International is a not for profit, non-partisan non-governmental organization working to assist the vulnerable, marginalized and deprived in the society  through education and other integrated rural development programmes.
Commonwealth Aid International is an institution that undertakes community development, through skills acquisition and entrepreneurship coaching, research, health policies, poverty alleviation, mass literacy campaign, governance, career planning and guidance in the rural or remote areas in Ghana. 
Our Vision: To help and aid people and institutions in every aspect of needs to enhance development, transform lives and change the world through education.
Our Mission is to assist the vulnerable, the marginalized and the deprived in the society through education and other integrated rural development programmes to make life easier for everyone on earth and promote business.

We visit hospitals, orphanage homes and donate items like, drugs, food, cloths, money and other items to patient/orphans and also pay medical bills/fees to some who cannot pay their bills.
We support schools by awarding scholarships to indigent and less privileged scholars who have the mental ability and sincere desire to further their studies. 
We also set up micro industries in various communities to promote market and job in the villages/communities. We have opened and established ICT training centers in various communities to enhance technology know-how in the youth, which candidates or natives in the various communities visit and learn a course in Computer studies for free.
We find job for people who don’t have job as well so that they can also have a change in life.
We therefore help and motivate entrepreneurs in their endeavors by way of giving coaching and training assistance on business management programs like sustainability management, leadership skills, customer relationship, accounting, financial management, human resource management, marketing and sales management skills to the following artisans: Carpenters, Masons, Bead makers, Shoe Makers, Tailors, Seamstress, beauticians, hair barbers, electricians, plumbers, painters and other ventures.",,/company/45727/COMMONWEALTH_AID_INTERNATIONAL/contacts,http://www.ghanayello.com/company/45727/COMMONWEALTH_AID_INTERNATIONAL,Ghana,1990,Park Rockin Moon,+16137797273,GHA,"(UNCAID/CAIDi) of May July Roubin Avenue, OX 305, BUA BUXTON, Whyte-Hills, Accra, Ghana","[{'url': '/category/business_services', 'text': u'Business services'}, {'url': '/category/market_research', 'text': u'Business services / Market research'}, {'url': '/category/research_and_development', 'text': u'Business services / Market research / Research and Development'}, {'url': '/category/training', 'text': u'Business services / Training'}, {'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/voluntary_organisations', 'text': u'Public & Social services / Voluntary organisations'}, {'url': '/category/universities', 'text': u'Public & Social services / Universities'}]",101-200,COMMONWEALTH AID INTERNATIONAL
